agency_name,_type,id,name,description,classification,start_time,end_time,timezone,status,all_day,location_name,location_url,location_address,source_url,source_note,scraped_time
Chicago Police Department,event,chi_police/201705200900/17/peer_jury/youth_beat_meeting,Peer Jury/Youth Beat Meeting ,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.",Beat Meeting,2017-05-20 09:00,2017-05-20 13:00,America/Chicago,confirmed,0,N/A,N/A,4650 N. Pulaski - 17th District Community Room,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705181900/14/1431_beat_meeting,1431 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 14",2017-05-18 19:00,,America/Chicago,confirmed,0,N/A,N/A,Haas Park 2402 N. Washtenaw,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705181900/16/1611_beat_meeting,1611 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 16",2017-05-18 19:00,2017-05-18 20:00,America/Chicago,confirmed,0,N/A,N/A,St. Thecla 6333 N. Newcastle,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705181830/25/2533_beat_meeting,2533 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 25",2017-05-18 18:30,2017-05-18 19:30,America/Chicago,confirmed,0,N/A,N/A,5555 W. Grand Ave.,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705181830/7/community_beat_meeting_bt_735,Community Beat Meeting - Bt.735,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.",Beat Meeting,2017-05-18 18:30,2017-05-18 19:30,America/Chicago,confirmed,0,N/A,N/A,Gifts From God Ministry Church 1818 w 74th st.,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705181800/5/beat_533_caps_meeting,BEAT 533 CAPS MEETING,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 5",2017-05-18 18:00,2017-05-18 19:00,America/Chicago,confirmed,0,N/A,N/A,"ALTGELD HEALTH CENTER
1029 E 130TH STREET",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705181800/11/beat_meeting_1113_14_15,"Beat meeting : 1113,14,15","CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 111314",2017-05-18 18:00,2017-05-18 19:00,America/Chicago,confirmed,0,N/A,N/A,"St. Michaels's MBC 
4106 W. Monroe",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705181800/16/dac_meeting,DAC Meeting,"Each District Commander has a District Advisory Committee which serves to provide advice and community based strategies that address underlying conditions contributing to crime and disorder in the district. Each District Advisory Committee should represent the broad spectrum of stakeholders in the community including residents, businesses, houses of worship, libraries, parks, schools and community-based organizations.",District Advisory Committee (DAC),2017-05-18 18:00,2017-05-18 19:00,America/Chicago,confirmed,0,N/A,N/A,5151 N. Milwaukee,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705171930/17/beat_meeting_for_beat_1722_1723,Beat Meeting for Beat 1722 & 1723,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 17",2017-05-17 19:30,2017-05-17 20:30,America/Chicago,confirmed,0,N/A,N/A,4650 N. Pulaski - 17th District Community Room,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705171900/20/2013_beat_meeting,2013 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 20",2017-05-17 19:00,2017-05-17 20:00,America/Chicago,confirmed,0,N/A,N/A,Philadelphia Church5437 N. Clark St.,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705171900/16/1623_beat_meeting,1623 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 16",2017-05-17 19:00,2017-05-17 20:00,America/Chicago,confirmed,0,N/A,N/A,16th District Station 5151 N. Milwaukee Community Room ,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705171900/12/beat_meeting_1213,Beat Meeting 1213 ,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 12",2017-05-17 19:00,2017-05-17 20:00,America/Chicago,confirmed,0,N/A,N/A,Northwest Settlement 1012 N. Noble,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705171900/3/beat_meeting_333_334,Beat Meeting 333 & 334,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 3",2017-05-17 19:00,2017-05-17 20:00,America/Chicago,confirmed,0,N/A,N/A,"South Shore culture Center 7059 S. South Shore DR. Chicago, IL. 60649",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705171900/19/beat_1921_22_31,"Beat 1921, 22 & 31","CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 19",2017-05-17 19:00,2017-05-17 20:00,America/Chicago,confirmed,0,N/A,N/A,"19th Police Auditorium
2452 W. Belmont",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705171900/14/1423_beat_meeting,1423 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 14",2017-05-17 19:00,,America/Chicago,confirmed,0,N/A,N/A,"Humboldt Park Field House
1400 N. Sacramento",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705171830/1/beat_133_residential_meeting,Beat 133 Residential Meeting ,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 1",2017-05-17 18:30,2017-05-17 19:30,America/Chicago,confirmed,0,N/A,N/A,Dearborn Homes  2930 S Dearborn ,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705171830/2/233/234/235_beat_meeting,233/234/235 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 2",2017-05-17 18:30,2017-05-17 19:30,America/Chicago,confirmed,0,N/A,N/A,1526 E. 55th St. (Treasure Island),https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705171830/25/2515_beat_meeting,2515 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 25",2017-05-17 18:30,2017-05-17 19:30,America/Chicago,confirmed,0,N/A,N/A,St. Stanislaus2310 N. Lorel,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705171830/7/community_beat_meeting_bt_733/734,Community Beat Meeting - Bt. 733/734,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 7",2017-05-17 18:30,2017-05-17 19:30,America/Chicago,confirmed,0,N/A,N/A,Salvation Army 845 w. 69th st.,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705171830/6/beat_623_community_meeting,Beat 623 Community Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 6",2017-05-17 18:30,2017-05-17 19:30,America/Chicago,confirmed,0,N/A,N/A,Urban Partnership Bank 7801 S. State St,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705171815/17/beat_meeting_for_beat_1724,Beat Meeting for Beat 1724 ,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 17",2017-05-17 18:15,2017-05-17 19:15,America/Chicago,confirmed,0,N/A,N/A,Horner Park - 2741 W. Montrose ,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705171800/10/beat_meeting_1013,Beat Meeting 1013,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 10",2017-05-17 18:00,2017-05-17 19:00,America/Chicago,confirmed,0,N/A,N/A,"Epiphany Church
Rectory
2524 S. Keeler Ave",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705171800/22/beat_2234_meeting,Beat 2234 Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 22",2017-05-17 18:00,2017-05-17 19:00,America/Chicago,confirmed,0,N/A,N/A,"Beth Eden Church
11121 S. Loomis",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705171800/5/beat_532_caps_meeting,BEAT 532 CAPS MEETING,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 5",2017-05-17 18:00,2017-05-17 19:00,America/Chicago,confirmed,0,N/A,N/A,"ST. ANTHONY CHURCH
11533 S PRAIRIE
",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705171700/8/823/825_beat_meeting,823/825 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 8",2017-05-17 17:00,2017-05-17 18:00,America/Chicago,confirmed,0,N/A,N/A,St. Rita Church at 6243 S. Fairfield,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705161900/16/1633_beat_meeting,1633 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 16",2017-05-16 19:00,2017-05-16 20:00,America/Chicago,confirmed,0,N/A,N/A,Merrimac Park 6343 W. Irving Park Rd,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705161900/24/2424_beat_meeting,2424 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 24",2017-05-16 19:00,,America/Chicago,confirmed,0,N/A,N/A,Pottawatomie Park 7340 N. Rogers,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705161900/12/beat_meeting_1223,Beat Meeting 1223,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 12",2017-05-16 19:00,2017-05-16 20:00,America/Chicago,confirmed,0,N/A,N/A,Westhaven Park Community Room 1939 W. Lake St. ,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705161900/8/811_beat_meeting,811 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 8",2017-05-16 19:00,2017-05-16 20:00,America/Chicago,confirmed,0,N/A,N/A,Good Shepherd Church 5550 S Merrimac,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705161900/19/beat_1911_1912,Beat 1911 & 1912,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 19",2017-05-16 19:00,2017-05-16 20:00,America/Chicago,confirmed,0,N/A,N/A,"Sulzer Library
4455 N. Lincoln",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705161830/7/community_beat_meeting_bt_731/732,Community Beat Meeting - Bt. 731/732,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 7",2017-05-16 18:30,2017-05-16 19:30,America/Chicago,confirmed,0,N/A,N/A,Hamilton Park 513 w. 72nd st.,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705161830/25/2525_beat_meeting,2525 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 25",2017-05-16 18:30,2017-05-16 19:30,America/Chicago,confirmed,0,N/A,N/A,"Mozart Park
2036 N. Avers",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705161830/22/beat_2222_meeting,Beat 2222 Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 22",2017-05-16 18:30,2017-05-16 19:30,America/Chicago,confirmed,0,N/A,N/A,"Brainerd Park 
1246 W. 92nd St",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705161830/2/221/223_beat_meeting,221/223 Beat Meeting ,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 2",2017-05-16 18:30,2017-05-16 19:30,America/Chicago,confirmed,0,N/A,N/A,4314 S. Cottage Grove (King Center),https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705161830/25/2531_beat_meeting,2531 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 25",2017-05-16 18:30,2017-05-16 19:30,America/Chicago,confirmed,0,N/A,N/A,5555 W Grand Ave,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705161830/6/beat_613_community_meeting,Beat 613 Community Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 6",2017-05-16 18:30,2017-05-16 19:30,America/Chicago,confirmed,0,N/A,N/A,Gresham School 8524 S. Green St,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705161830/1/caps_beat_131/132_residential_meeting,CAPS Beat 131/132 Residential Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 1",2017-05-16 18:30,2017-05-16 19:30,America/Chicago,confirmed,0,N/A,N/A,Hilliard Apartments 30 W Cermak,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705161800/5/beat_531_caps_meeting,BEAT 531 CAPS MEETING,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 5",2017-05-16 18:00,2017-05-16 19:00,America/Chicago,confirmed,0,N/A,N/A,"GREEN STONE UNITED METHODIST
11211 S ST. LAWRENCE",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705161800/11/beat_meeting_1133_34,"Beat Meeting 1133,34","CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 1133",2017-05-16 18:00,2017-05-16 19:00,America/Chicago,confirmed,0,N/A,N/A,Homan Square Community Center 3559 W. Arthington ,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705111900/12/beat_meeting_1215,Beat Meeting 1215,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 12",2017-05-11 19:00,2017-05-11 20:00,America/Chicago,confirmed,0,N/A,N/A,Goldblatt's Building 1615 W. Chicago Ave.,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705111900/4/421_422_beat_meeting,421 & 422 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 4",2017-05-11 19:00,2017-05-11 20:00,America/Chicago,confirmed,0,N/A,N/A,2800 E. 79th St.,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705111900/3/beat_meeting_331_332,Beat Meeting 331 & 332,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 3",2017-05-11 19:00,2017-05-11 20:00,America/Chicago,confirmed,0,N/A,N/A,"ABJ Community Service Center 1818 E, 71st Street Chicago, IL. 60649",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705111900/8/814_beat_meeting,814 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 8",2017-05-11 19:00,2017-05-11 20:00,America/Chicago,confirmed,0,N/A,N/A,Vittum Park Fieldhouse 5010 W. 50th St,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705111900/20/2023_beat_meeting,2023 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 20",2017-05-11 19:00,2017-05-11 20:00,America/Chicago,confirmed,0,N/A,N/A,Kenmore Plaza5225 N. Kenmore Ave.,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705111900/17/hispanic_beat_meeting,Hispanic Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.",Beat Meeting,2017-05-11 19:00,2017-05-11 20:00,America/Chicago,confirmed,0,N/A,N/A,4650 N. Pulaski - 17th District Community Room,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705111830/6/beat_633_community_meeting,Beat 633 Community Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 6",2017-05-11 18:30,2017-05-11 19:30,America/Chicago,confirmed,0,N/A,N/A,Tuley Park 501 East 90th Street,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705111830/2/225/231/232_beat_meeting,225/231/232 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 2",2017-05-11 18:30,2017-05-11 19:30,America/Chicago,confirmed,0,N/A,N/A,5627 S. Michigan Ave (Coppin Church),https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705111830/15/beat_1513_n_caps_meeting,Beat 1513N CAPS Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.",Beat Meeting,2017-05-11 18:30,2017-05-11 19:30,America/Chicago,confirmed,0,N/A,N/A,"15th District Station	
5701 W. Madison
",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705111830/6/beat_632_community_meeting,Beat 632 Community Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 6",2017-05-11 18:30,2017-05-11 19:30,America/Chicago,confirmed,0,N/A,N/A,Tuley Park 501 East 90th Street,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705111830/22/beat_2213_meeting,Beat 2213 Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 22",2017-05-11 18:30,2017-05-11 19:30,America/Chicago,confirmed,0,N/A,N/A,"Ridge Park
9625 S. Longwood Dr",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705111830/7/community_beat_meeting_bt_724/725,Community Beat Meeting-Bt. 724/725,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 7",2017-05-11 18:30,2017-05-11 19:30,America/Chicago,confirmed,0,N/A,N/A,Ogden Pk. 6500 s Racine,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705111830/14/1413/1414_beat_meeting,1413/1414 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 14",2017-05-11 18:30,,America/Chicago,confirmed,0,N/A,N/A,"Logan Square Library
3030 W. Fullerton",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705111800/5/beat_524_caps_meeting,BEAT 524 CAPS MEETING,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 5",2017-05-11 18:00,2017-05-11 19:00,America/Chicago,confirmed,0,N/A,N/A,"LUTHERAN CHURCH OF THE HOLY SPIRIT
1335 W 115TH STREET",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705111800/11/beat_meeting_1122_23,"Beat meeting: 1122,23","CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 1122",2017-05-11 18:00,2017-05-11 19:00,America/Chicago,confirmed,0,N/A,N/A,Ike's Sims 3333 W. Maypole,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201705111800/18/1811_1812_1813_beat_meeting,"1811, 1812 & 1813 Beat Meeting","CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 18",2017-05-11 18:00,2017-05-11 19:00,America/Chicago,confirmed,0,N/A,N/A,2101 N. Freemont 2nd Floor School Library,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
